cod;nome;per√≠odo;homicidio-de-jovens-por-armas-de-fogo;homicidios-de-homens-por-armas-de-fogo;homicidios-de-jovens-homens;homicidios-de-jovens-mulheres;homicidios-de-jovens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-homens-nao-negros;homicidios-homens-negros;homicidios-homens;homicidios-mulheres-nao-negras;homicidios-mulheres-negras;homicidios-mulheres;homicidios-nao-negros;homicidios-negros;homicidios-por-armas-de-fogo;homicidios
26;PE;2018;1979.0;836.0;2168;101;2269.0;137.0;509.0;3387.0;3942.0;46.0;189.0;240.0;555.0;3578.0;3369;4190.0
22;PI;2018;213.0;4056.0;289;21;310.0;14.0;41.0;488.0;565.0;5.0;43.0;52.0;46.0;531.0;373;619.0
41;PR;2018;813.0;2100.0;1079;76;1155.0;89.0;1601.0;607.0;2232.0;146.0;63.0;211.0;1747.0;670.0;1520;2443.0
33;RJ;2018;2513.0;1891.0;3574;150;3724.0;198.0;1488.0;4448.0;6013.0;130.0;242.0;380.0;1619.0;4705.0;4261;6455.0
24;RN;2018;1007.0;1431.0;1024;43;1067.0;78.0;193.0;1509.0;1723.0;14.0;85.0;102.0;207.0;1594.0;1639;1825.0
11;RO;2018;138.0;279.0;168;16;184.0;20.0;103.0;323.0;432.0;14.0;28.0;42.0;118.0;351.0;300;476.0
14;RR;2018;124.0;1927.0;207;17;224.0;9.0;76.0;282.0;360.0;26.0;26.0;53.0;103.0;308.0;181;414.0
43;RS;2018;1094.0;411.0;1189;102;1291.0;147.0;1786.0;619.0;2441.0;201.0;54.0;256.0;1987.0;673.0;2075;2699.0
42;SC;2018;249.0;222.0;356;37;393.0;32.0;591.0;157.0;751.0;74.0;17.0;91.0;665.0;174.0;444;843.0
28;SE;2018;603.0;1741.0;653;10;663.0;25.0;48.0;1045.0;1093.0;6.0;34.0;40.0;54.0;1079.0;959;1133.0
35;SP;2018;959.0;535.0;1322;139;1461.0;116.0;1642.0;1571.0;3269.0;267.0;176.0;454.0;1909.0;1747.0;2009;3727.0
17;TO;2018;191.0;308.0;278;18;296.0;19.0;81.0;430.0;520.0;9.0;36.0;47.0;90.0;466.0;321;570.0
27;AL;2019;507.0;930.0;581;39;620.0;47.0;9.0;993.0;1025.0;0.0;89.0;90.0;9.0;1082.0;833;1115.0
13;AM;2019;628.0;2200.0;861;56;917.0;49.0;172.0;1284.0;1472.0;25.0;93.0;118.0;197.0;1377.0;981;1592.0
16;AP;2019;167.0;77.0;242;9;251.0;10.0;8.0;330.0;342.0;1.0;17.0;19.0;9.0;347.0;228;361.0
29;BA;2019;2880.0;218.0;3416;183;3599.0;250.0;303.0;5264.0;5717.0;30.0;358.0;396.0;333.0;5622.0;4596;6118.0
23;CE;2019;1108.0;234.0;1179;106;1285.0;159.0;149.0;2036.0;2196.0;21.0;199.0;221.0;170.0;2235.0;1900;2417.0
53;DF;2019;169.0;1028.0;226;18;244.0;20.0;83.0;339.0;425.0;18.0;36.0;55.0;101.0;375.0;257;480.0
32;ES;2019;501.0;331.0;538;31;569.0;42.0;90.0;802.0;946.0;13.0;73.0;97.0;103.0;875.0;781;1043.0
52;GO;2019;881.0;1741.0;1131;57;1188.0;67.0;422.0;1627.0;2089.0;43.0;115.0;161.0;465.0;1742.0;1457;2253.0
21;MA;2019;567.0;1106.0;753;47;801.0;44.0;165.0;1402.0;1584.0;19.0;93.0;114.0;186.0;1498.0;1074;1704.0
31;MG;2019;1083.0;786.0;1252;97;1349.0;120.0;648.0;1938.0;2598.0;86.0;207.0;295.0;734.0;2145.0;1878;2893.0
50;MS;2019;98.0;2584.0;174;17;191.0;14.0;146.0;280.0;430.0;35.0;26.0;61.0;181.0;306.0;216;491.0
51;MT;2019;247.0;682.0;336;30;366.0;33.0;157.0;639.0;808.0;27.0;56.0;84.0;185.0;696.0;490;895.0
17;TO;2019;150.0;237.0;211;13;224.0;16.0;73.0;337.0;420.0;3.0;32.0;36.0;76.0;369.0;250;456.0
15;PA;2019;1359.0;743.0;1690;100;1791.0;135.0;201.0;2887.0;3155.0;21.0;204.0;232.0;222.0;3093.0;2342;3405.0
25;PB;2019;371.0;4343.0;420;21;441.0;39.0;45.0;800.0;880.0;11.0;53.0;72.0;56.0;853.0;722;953.0
26;PE;2019;1597.0;739.0;1791;91;1882.0;127.0;477.0;2749.0;3265.0;45.0;158.0;204.0;522.0;2908.0;2713;3474.0
22;PI;2019;183.0;2210.0;226;17;243.0;17.0;43.0;454.0;520.0;11.0;35.0;47.0;54.0;489.0;350;569.0
41;PR;2019;592.0;1758.0;892;68;960.0;86.0;1332.0;542.0;1891.0;145.0;57.0;204.0;1477.0;599.0;1190;2095.0
33;RJ;2019;1381.0;1624.0;1936;77;2013.0;107.0;851.0;2435.0;3316.0;86.0;131.0;217.0;937.0;2568.0;2321;3552.0
24;RN;2019;700.0;1104.0;719;41;760.0;75.0;116.0;1110.0;1248.0;11.0;84.0;98.0;127.0;1194.0;1181;1346.0
11;RO;2019;102.0;250.0;140;14;154.0;13.0;103.0;295.0;401.0;11.0;31.0;43.0;114.0;327.0;264;447.0
14;RR;2019;46.0;1468.0;88;11;99.0;6.0;48.0;148.0;201.0;14.0;19.0;33.0;62.0;167.0;83;234.0
43;RS;2019;823.0;335.0;909;87;996.0;132.0;1446.0;463.0;1946.0;177.0;52.0;236.0;1623.0;515.0;1602;2184.0
35;SP;2019;854.0;457.0;1194;122;1316.0;118.0;1377.0;1535.0;2954.0;249.0;149.0;405.0;1626.0;1684.0;1742;3361.0
42;SC;2019;203.0;202.0;292;46;338.0;46.0;488.0;163.0;653.0;86.0;26.0;114.0;574.0;189.0;381;767.0
28;SE;2019;477.0;1390.0;537;19;556.0;28.0;36.0;884.0;920.0;3.0;50.0;53.0;39.0;934.0;771;973.0
12;AC;2019;123.0;205.0;163;11;174.0;17.0;30.0;252.0;290.0;5.0;25.0;32.0;35.0;277.0;222;325.0
50;MS;2020;90.0;2943.0;151;26;177.0;25.0;141.0;278.0;420.0;32.0;38.0;71.0;173.0;316.0;207;491.0
26;PE;2020;1795.0;869.0;1957;101;2059.0;134.0;497.0;3040.0;3558.0;40.0;181.0;223.0;537.0;3221.0;3079;3786.0
25;PB;2020;457.0;4808.0;487;40;527.0;56.0;67.0;929.0;1047.0;16.0;75.0;94.0;83.0;1004.0;919;1141.0
24;RN;2020;724.0;1318.0;758;39;797.0;65.0;110.0;1169.0;1324.0;13.0;66.0;81.0;123.0;1236.0;1222;1406.0
23;CE;2020;2123.0;262.0;2189;155;2344.0;253.0;201.0;3457.0;3672.0;21.0;295.0;319.0;222.0;3752.0;3443;3992.0
22;PI;2020;254.0;2606.0;312;21;333.0;23.0;66.0;521.0;615.0;10.0;41.0;54.0;76.0;562.0;437;674.0
21;MA;2020;786.0;1157.0;960;53;1013.0;67.0;201.0;1736.0;1961.0;16.0;123.0;140.0;217.0;1860.0;1447;2103.0
17;TO;2020;164.0;232.0;231;15;246.0;16.0;70.0;370.0;448.0;6.0;29.0;35.0;76.0;399.0;278;484.0
16;AP;2020;147.0;95.0;234;10;244.0;12.0;17.0;345.0;365.0;1.0;21.0;22.0;18.0;366.0;222;387.0
15;PA;2020;1101.0;795.0;1369;84;1454.0;99.0;176.0;2381.0;2605.0;23.0;166.0;193.0;199.0;2547.0;1886;2809.0
14;RR;2020;56.0;1420.0;92;10;102.0;7.0;48.0;150.0;199.0;18.0;15.0;35.0;68.0;166.0;102;237.0
13;AM;2020;485.0;1782.0;680;45;725.0;39.0;125.0;1093.0;1241.0;18.0;66.0;85.0;143.0;1159.0;782;1326.0
12;AC;2020;134.0;211.0;149;15;164.0;16.0;32.0;232.0;273.0;6.0;21.0;27.0;38.0;253.0;228;304.0
11;RO;2020;94.0;239.0;126;15;141.0;17.0;89.0;311.0;402.0;12.0;39.0;54.0;101.0;350.0;256;456.0
27;AL;2020;546.0;743.0;721;39;760.0;42.0;10.0;1165.0;1203.0;0.0;88.0;89.0;10.0;1253.0;869;1292.0
28;SE;2020;511.0;1337.0;544;18;562.0;26.0;44.0;891.0;938.0;6.0;37.0;43.0;50.0;928.0;821;981.0
29;BA;2020;3200.0;210.0;4032;218;4250.0;279.0;360.0;6124.0;6627.0;43.0;387.0;444.0;403.0;6511.0;5088;7076.0
31;MG;2020;980.0;827.0;1201;86;1287.0;99.0;660.0;1789.0;2473.0;102.0;166.0;270.0;762.0;1955.0;1702;2743.0
32;ES;2020;578.0;411.0;618;50;668.0;58.0;122.0;865.0;1122.0;16.0;78.0;101.0;139.0;943.0;930;1229.0
33;RJ;2020;1553.0;1677.0;2449;104;2554.0;123.0;1056.0;3387.0;4483.0;85.0;196.0;285.0;1145.0;3606.0;2740;4831.0
35;SP;2020;822.0;544.0;1131;127;1258.0;108.0;1453.0;1505.0;2998.0;248.0;146.0;397.0;1701.0;1651.0;1785;3396.0
41;PR;2020;706.0;1603.0;985;77;1062.0;93.0;1372.0;692.0;2083.0;145.0;52.0;197.0;1517.0;744.0;1411;2281.0
42;SC;2020;190.0;182.0;285;31;316.0;31.0;472.0;168.0;646.0;67.0;18.0;86.0;539.0;186.0;372;732.0
43;RS;2020;768.0;341.0;859;73;932.0;122.0;1377.0;474.0;1876.0;162.0;49.0;214.0;1541.0;523.0;1545;2094.0
51;MT;2020;309.0;863.0;395;35;430.0;40.0;182.0;689.0;878.0;25.0;79.0;105.0;207.0;770.0;584;987.0
52;GO;2020;876.0;3189.0;1135;55;1190.0;54.0;404.0;1594.0;2040.0;36.0;93.0;134.0;440.0;1687.0;1391;2177.0
53;DF;2020;144.0;1379.0;207;12;219.0;16.0;107.0;306.0;418.0;15.0;20.0;35.0;122.0;326.0;248;453.0
11;RO;2021;154.0;320.0;190;16;206.0;27.0;117.0;359.0;482.0;18.0;36.0;54.0;135.0;395.0;347;536.0
12;AC;2021;67.0;112.0;84;10;94.0;6.0;18.0;158.0;176.0;2.0;26.0;28.0;20.0;184.0;118;205.0
53;DF;2021;112.0;1376.0;160;8;168.0;15.0;69.0;277.0;355.0;18.0;27.0;46.0;87.0;304.0;193;401.0
52;GO;2021;604.0;2709.0;860;48;909.0;51.0;333.0;1304.0;1664.0;47.0;95.0;145.0;380.0;1401.0;1012;1812.0
51;MT;2021;261.0;887.0;348;25;373.0;30.0;191.0;610.0;806.0;19.0;62.0;81.0;210.0;672.0;529;888.0
50;MS;2021;124.0;2646.0;193;15;208.0;35.0;135.0;346.0;484.0;24.0;42.0;66.0;160.0;388.0;273;551.0
43;RS;2021;639.0;342.0;703;68;771.0;118.0;1223.0;411.0;1656.0;182.0;45.0;230.0;1406.0;456.0;1379;1889.0
42;SC;2021;180.0;238.0;265;25;290.0;33.0;451.0;161.0;620.0;79.0;11.0;92.0;530.0;172.0;375;712.0
41;PR;2021;730.0;1508.0;1048;83;1131.0;82.0;1286.0;848.0;2149.0;122.0;73.0;197.0;1408.0;921.0;1373;2348.0
35;SP;2021;741.0;498.0;1007;86;1093.0;92.0;1328.0;1373.0;2742.0;209.0;131.0;342.0;1537.0;1505.0;1648;3094.0
33;RJ;2021;1726.0;1556.0;2527;95;2622.0;112.0;1038.0;3312.0;4381.0;105.0;179.0;284.0;1144.0;3500.0;2999;4693.0
32;ES;2021;496.0;519.0;536;30;567.0;62.0;126.0;874.0;1127.0;25.0;88.0;125.0;151.0;963.0;892;1253.0
31;MG;2021;858.0;707.0;1051;74;1125.0;86.0;611.0;1688.0;2327.0;88.0;159.0;249.0;699.0;1847.0;1594;2577.0
29;BA;2021;3267.0;303.0;4081;203;4284.0;292.0;351.0;6302.0;6740.0;51.0;401.0;463.0;402.0;6703.0;5294;7206.0
28;SE;2021;394.0;960.0;420;14;435.0;21.0;44.0;707.0;751.0;3.0;34.0;37.0;47.0;742.0;662;790.0
27;AL;2021;474.0;1198.0;604;24;628.0;29.0;12.0;979.0;1005.0;0.0;65.0;65.0;12.0;1044.0;736;1070.0
26;PE;2021;1539.0;829.0;1644;107;1752.0;153.0;515.0;2641.0;3191.0;45.0;195.0;245.0;561.0;2836.0;2801;3439.0
25;PB;2021;491.0;5001.0;522;32;554.0;43.0;76.0;927.0;1061.0;15.0;63.0;83.0;91.0;990.0;930;1144.0
24;RN;2021;545.0;1290.0;572;28;600.0;48.0;96.0;996.0;1109.0;10.0;59.0;70.0;106.0;1055.0;1023;1179.0
23;CE;2021;1768.0;239.0;1779;170;1949.0;264.0;215.0;2906.0;3135.0;36.0;299.0;336.0;251.0;3205.0;2973;3471.0
22;PI;2021;312.0;2881.0;343;28;371.0;38.0;66.0;611.0;695.0;13.0;53.0;68.0;79.0;664.0;558;766.0
21;MA;2021;736.0;975.0;896;47;943.0;71.0;197.0;1644.0;1868.0;18.0;110.0;131.0;215.0;1754.0;1447;1999.0
17;TO;2021;135.0;178.0;199;12;211.0;14.0;57.0;333.0;401.0;13.0;22.0;39.0;70.0;355.0;253;441.0
16;AP;2021;217.0;98.0;305;8;313.0;11.0;10.0;428.0;443.0;0.0;18.0;19.0;10.0;446.0;314;462.0
15;PA;2021;1106.0;641.0;1366;87;1453.0;100.0;152.0;2425.0;2627.0;17.0;185.0;208.0;169.0;2611.0;1939;2847.0
14;RR;2021;58.0;1260.0;105;11;116.0;7.0;56.0;181.0;238.0;8.0;12.0;20.0;64.0;193.0;105;258.0
13;AM;2021;813.0;1833.0;991;60;1051.0;73.0;137.0;1505.0;1679.0;24.0;111.0;135.0;161.0;1616.0;1272;1816.0
25;PB;1979;;;74;12;;;;;;;;;;;71;
24;RN;1979;;;40;6;;;;;;;;;;;46;
23;CE;1979;;;128;17;;;;;;;;;;;85;
22;PI;1979;;;12;4;;;;;;;;;;;7;
21;MA;1979;;;30;5;;;;;;;;;;;34;
17;TO;1979;;;0;0;;;;;;;;;;;0;
16;AP;1979;;;7;1;;;;;;;;;;;5;
15;PA;1979;;;127;19;;;;;;;;;;;117;
14;RR;1979;;;2;1;;;;;;;;;;;2;
13;AM;1979;;;80;4;;;;;;;;;;;55;
12;AC;1979;;;14;0;;;;;;;;;;;13;
11;RO;1979;;;35;3;;;;;;;;;;;50;
53;DF;1979;;;49;4;;;;;;;;;;;28;
52;GO;1979;;;125;18;;;;;;;;;;;163;
51;MT;1979;;;4;0;;;;;;;;;;;2;
50;MS;1979;;;52;6;;;;;;;;;;;62;
43;RS;1979;;;226;20;;;;;;;;;;;193;
42;SC;1979;;;70;5;;;;;;;;;;;79;
41;PR;1979;;;276;38;;;;;;;;;;;379;
35;SP;1979;;;1061;135;;;;;;;;;;;570;
33;RJ;1979;;;1203;69;;;;;;;;;;;1726;
32;ES;1979;;;93;11;;;;;;;;;;;82;
31;MG;1979;;;404;73;;;;;;;;;;;435;
29;BA;1979;;;114;17;;;;;;;;;;;116;
28;SE;1979;;;21;4;;;;;;;;;;;22;
27;AL;1979;;;104;6;;;;;;;;;;;131;
26;PE;1979;;;346;41;;;;;;;;;;;297;
25;PB;1980;;;106;13;;;;;;;;;;;127;
24;RN;1980;;;75;5;;;;;;;;;;;77;
23;CE;1980;;;181;11;;;;;;;;;;;159;
22;PI;1980;;;25;3;;;;;;;;;;;6;
21;MA;1980;;;34;7;;;;;;;;;;;29;
17;TO;1980;;;0;0;;;;;;;;;;;0;
16;AP;1980;;;6;0;;;;;;;;;;;2;
15;PA;1980;;;143;19;;;;;;;;;;;169;
14;RR;1980;;;3;2;;;;;;;;;;;0;
13;AM;1980;;;64;9;;;;;;;;;;;46;
12;AC;1980;;;14;2;;;;;;;;;;;12;
11;RO;1980;;;39;4;;;;;;;;;;;67;
53;DF;1980;;;67;7;;;;;;;;;;;21;
52;GO;1980;;;155;28;;;;;;;;;;;226;
51;MT;1980;;;12;1;;;;;;;;;;;22;
50;MS;1980;;;77;10;;;;;;;;;;;118;
43;RS;1980;;;268;23;;;;;;;;;;;227;
42;SC;1980;;;103;11;;;;;;;;;;;119;
41;PR;1980;;;291;35;;;;;;;;;;;367;
35;SP;1980;;;1678;171;;;;;;;;;;;699;
33;RJ;1980;;;1531;104;;;;;;;;;;;2093;
32;ES;1980;;;113;16;;;;;;;;;;;122;
31;MG;1980;;;444;51;;;;;;;;;;;466;
29;BA;1980;;;112;18;;;;;;;;;;;139;
28;SE;1980;;;26;6;;;;;;;;;;;30;
27;AL;1980;;;112;19;;;;;;;;;;;148;
26;PE;1980;;;446;55;;;;;;;;;;;613;
12;AC;1981;;;13;1;;;;;;;;;;;8;
53;DF;1981;;;71;11;;;;;;;;;;;81;
52;GO;1981;;;211;28;;;;;;;;;;;268;
51;MT;1981;;;33;7;;;;;;;;;;;38;
50;MS;1981;;;81;14;;;;;;;;;;;147;
43;RS;1981;;;298;29;;;;;;;;;;;237;
42;SC;1981;;;103;10;;;;;;;;;;;105;
41;PR;1981;;;323;37;;;;;;;;;;;451;
35;SP;1981;;;2166;176;;;;;;;;;;;958;
33;RJ;1981;;;1247;79;;;;;;;;;;;1774;
32;ES;1981;;;149;28;;;;;;;;;;;130;
31;MG;1981;;;410;72;;;;;;;;;;;374;
29;BA;1981;;;113;15;;;;;;;;;;;124;
28;SE;1981;;;32;3;;;;;;;;;;;36;
27;AL;1981;;;121;27;;;;;;;;;;;190;
26;PE;1981;;;567;69;;;;;;;;;;;758;
25;PB;1981;;;114;13;;;;;;;;;;;133;
24;RN;1981;;;67;10;;;;;;;;;;;80;
23;CE;1981;;;194;23;;;;;;;;;;;187;
22;PI;1981;;;25;3;;;;;;;;;;;23;
21;MA;1981;;;58;6;;;;;;;;;;;54;
17;TO;1981;;;0;0;;;;;;;;;;;0;
16;AP;1981;;;9;2;;;;;;;;;;;4;
15;PA;1981;;;144;25;;;;;;;;;;;171;
14;RR;1981;;;8;3;;;;;;;;;;;2;
13;AM;1981;;;73;7;;;;;;;;;;;52;
11;RO;1981;;;39;7;;;;;;;;;;;67;
23;CE;1982;;;200;14;;;;;;;;;;;149;
31;MG;1982;;;395;61;;;;;;;;;;;346;
32;ES;1982;;;138;12;;;;;;;;;;;114;
33;RJ;1982;;;1088;70;;;;;;;;;;;1575;
35;SP;1982;;;2076;177;;;;;;;;;;;926;
41;PR;1982;;;404;50;;;;;;;;;;;488;
42;SC;1982;;;83;14;;;;;;;;;;;86;
43;RS;1982;;;305;30;;;;;;;;;;;256;
50;MS;1982;;;93;12;;;;;;;;;;;154;
51;MT;1982;;;17;2;;;;;;;;;;;24;
52;GO;1982;;;211;29;;;;;;;;;;;226;
53;DF;1982;;;98;6;;;;;;;;;;;101;
11;RO;1982;;;26;11;;;;;;;;;;;79;
12;AC;1982;;;16;2;;;;;;;;;;;18;
13;AM;1982;;;68;8;;;;;;;;;;;58;
14;RR;1982;;;10;2;;;;;;;;;;;1;
15;PA;1982;;;150;16;;;;;;;;;;;176;
16;AP;1982;;;9;1;;;;;;;;;;;8;
17;TO;1982;;;0;0;;;;;;;;;;;0;
21;MA;1982;;;60;2;;;;;;;;;;;62;
22;PI;1982;;;32;4;;;;;;;;;;;28;
24;RN;1982;;;85;5;;;;;;;;;;;108;
25;PB;1982;;;100;16;;;;;;;;;;;112;
26;PE;1982;;;601;49;;;;;;;;;;;788;
27;AL;1982;;;152;15;;;;;;;;;;;185;
28;SE;1982;;;35;6;;;;;;;;;;;34;
29;BA;1982;;;164;36;;;;;;;;;;;211;
16;AP;1983;;;19;4;;;;;;;;;;;12;
15;PA;1983;;;211;34;;;;;;;;;;;240;
14;RR;1983;;;8;1;;;;;;;;;;;2;
13;AM;1983;;;84;6;;;;;;;;;;;60;
12;AC;1983;;;16;3;;;;;;;;;;;12;
11;RO;1983;;;42;7;;;;;;;;;;;64;
27;AL;1983;;;203;24;;;;;;;;;;;267;
26;PE;1983;;;699;90;;;;;;;;;;;965;
25;PB;1983;;;137;16;;;;;;;;;;;120;
24;RN;1983;;;62;7;;;;;;;;;;;88;
28;SE;1983;;;34;5;;;;;;;;;;;42;
23;CE;1983;;;263;22;;;;;;;;;;;217;
22;PI;1983;;;38;0;;;;;;;;;;;37;
21;MA;1983;;;53;5;;;;;;;;;;;56;
51;MT;1983;;;41;4;;;;;;;;;;;51;
32;ES;1983;;;135;20;;;;;;;;;;;118;
31;MG;1983;;;319;61;;;;;;;;;;;339;
29;BA;1983;;;126;20;;;;;;;;;;;154;
52;GO;1983;;;216;34;;;;;;;;;;;239;
53;DF;1983;;;90;12;;;;;;;;;;;93;
43;RS;1983;;;293;21;;;;;;;;;;;253;
42;SC;1983;;;102;23;;;;;;;;;;;121;
41;PR;1983;;;398;36;;;;;;;;;;;550;
35;SP;1983;;;2916;254;;;;;;;;;;;1317;
33;RJ;1983;;;874;70;;;;;;;;;;;859;
50;MS;1983;;;101;11;;;;;;;;;;;137;
17;TO;1983;;;0;0;;;;;;;;;;;0;
27;AL;1984;;;185;18;;;;;;;;;;;304;
29;BA;1984;;;186;28;;;;;;;;;;;248;
31;MG;1984;;;379;69;;;;;;;;;;;437;
32;ES;1984;;;143;21;;;;;;;;;;;151;
25;PB;1984;;;135;10;;;;;;;;;;;147;
24;RN;1984;;;62;3;;;;;;;;;;;67;
23;CE;1984;;;274;16;;;;;;;;;;;196;
22;PI;1984;;;34;4;;;;;;;;;;;36;
21;MA;1984;;;62;6;;;;;;;;;;;84;
17;TO;1984;;;0;0;;;;;;;;;;;0;
26;PE;1984;;;801;66;;;;;;;;;;;1154;
11;RO;1984;;;80;5;;;;;;;;;;;106;
12;AC;1984;;;13;3;;;;;;;;;;;13;
13;AM;1984;;;110;10;;;;;;;;;;;83;
14;RR;1984;;;9;1;;;;;;;;;;;0;
15;PA;1984;;;212;24;;;;;;;;;;;296;
16;AP;1984;;;14;3;;;;;;;;;;;12;
53;DF;1984;;;77;9;;;;;;;;;;;74;
52;GO;1984;;;176;28;;;;;;;;;;;241;
51;MT;1984;;;57;6;;;;;;;;;;;68;
50;MS;1984;;;126;20;;;;;;;;;;;177;
43;RS;1984;;;305;37;;;;;;;;;;;258;
42;SC;1984;;;102;12;;;;;;;;;;;120;
41;PR;1984;;;429;48;;;;;;;;;;;473;
35;SP;1984;;;3789;274;;;;;;;;;;;1864;
33;RJ;1984;;;1145;85;;;;;;;;;;;1315;
28;SE;1984;;;16;2;;;;;;;;;;;23;
28;SE;1985;;;22;5;;;;;;;;;;;33;
13;AM;1985;;;84;9;;;;;;;;;;;85;
14;RR;1985;;;3;0;;;;;;;;;;;3;
15;PA;1985;;;200;16;;;;;;;;;;;265;
16;AP;1985;;;16;2;;;;;;;;;;;15;
17;TO;1985;;;0;0;;;;;;;;;;;0;
21;MA;1985;;;45;7;;;;;;;;;;;74;
22;PI;1985;;;22;4;;;;;;;;;;;23;
23;CE;1985;;;221;20;;;;;;;;;;;163;
24;RN;1985;;;62;5;;;;;;;;;;;68;
25;PB;1985;;;160;21;;;;;;;;;;;140;
26;PE;1985;;;930;77;;;;;;;;;;;1310;
27;AL;1985;;;173;34;;;;;;;;;;;281;
12;AC;1985;;;27;2;;;;;;;;;;;23;
29;BA;1985;;;216;27;;;;;;;;;;;254;
31;MG;1985;;;384;66;;;;;;;;;;;382;
32;ES;1985;;;168;18;;;;;;;;;;;209;
33;RJ;1985;;;1277;78;;;;;;;;;;;1460;
35;SP;1985;;;3883;279;;;;;;;;;;;2010;
41;PR;1985;;;338;46;;;;;;;;;;;440;
42;SC;1985;;;103;16;;;;;;;;;;;116;
43;RS;1985;;;283;37;;;;;;;;;;;219;
50;MS;1985;;;92;9;;;;;;;;;;;123;
51;MT;1985;;;81;17;;;;;;;;;;;118;
52;GO;1985;;;187;33;;;;;;;;;;;211;
53;DF;1985;;;131;12;;;;;;;;;;;150;
11;RO;1985;;;104;13;;;;;;;;;;;174;
52;GO;1986;;;203;32;;;;;;;;;;;285;
51;MT;1986;;;110;15;;;;;;;;;;;172;
50;MS;1986;;;111;16;;;;;;;;;;;136;
43;RS;1986;;;321;31;;;;;;;;;;;309;
42;SC;1986;;;100;5;;;;;;;;;;;105;
41;PR;1986;;;377;36;;;;;;;;;;;396;
35;SP;1986;;;4070;277;;;;;;;;;;;2126;
33;RJ;1986;;;1243;90;;;;;;;;;;;1399;
32;ES;1986;;;192;22;;;;;;;;;;;205;
31;MG;1986;;;378;54;;;;;;;;;;;379;
29;BA;1986;;;206;28;;;;;;;;;;;284;
28;SE;1986;;;22;5;;;;;;;;;;;33;
27;AL;1986;;;197;19;;;;;;;;;;;282;
26;PE;1986;;;966;64;;;;;;;;;;;1400;
25;PB;1986;;;179;29;;;;;;;;;;;195;
24;RN;1986;;;39;1;;;;;;;;;;;49;
23;CE;1986;;;230;27;;;;;;;;;;;143;
22;PI;1986;;;31;2;;;;;;;;;;;26;
21;MA;1986;;;107;8;;;;;;;;;;;104;
17;TO;1986;;;0;0;;;;;;;;;;;0;
16;AP;1986;;;15;2;;;;;;;;;;;7;
15;PA;1986;;;226;28;;;;;;;;;;;301;
14;RR;1986;;;8;1;;;;;;;;;;;3;
13;AM;1986;;;89;5;;;;;;;;;;;75;
12;AC;1986;;;24;2;;;;;;;;;;;25;
11;RO;1986;;;133;11;;;;;;;;;;;216;
53;DF;1986;;;121;16;;;;;;;;;;;148;
43;RS;1987;;;347;34;;;;;;;;;;;335;
11;RO;1987;;;148;14;;;;;;;;;;;218;
12;AC;1987;;;42;9;;;;;;;;;;;51;
13;AM;1987;;;103;9;;;;;;;;;;;101;
14;RR;1987;;;3;2;;;;;;;;;;;0;
15;PA;1987;;;196;22;;;;;;;;;;;310;
16;AP;1987;;;9;4;;;;;;;;;;;9;
17;TO;1987;;;0;0;;;;;;;;;;;0;
21;MA;1987;;;110;5;;;;;;;;;;;116;
22;PI;1987;;;33;1;;;;;;;;;;;29;
23;CE;1987;;;186;14;;;;;;;;;;;141;
24;RN;1987;;;55;5;;;;;;;;;;;81;
25;PB;1987;;;149;21;;;;;;;;;;;149;
26;PE;1987;;;1045;65;;;;;;;;;;;1482;
27;AL;1987;;;213;29;;;;;;;;;;;274;
28;SE;1987;;;23;1;;;;;;;;;;;22;
29;BA;1987;;;258;21;;;;;;;;;;;294;
31;MG;1987;;;378;56;;;;;;;;;;;340;
32;ES;1987;;;206;21;;;;;;;;;;;232;
33;RJ;1987;;;1977;96;;;;;;;;;;;2680;
35;SP;1987;;;4357;287;;;;;;;;;;;2379;
41;PR;1987;;;354;46;;;;;;;;;;;450;
42;SC;1987;;;117;15;;;;;;;;;;;151;
50;MS;1987;;;97;12;;;;;;;;;;;173;
51;MT;1987;;;124;14;;;;;;;;;;;185;
52;GO;1987;;;236;42;;;;;;;;;;;304;
53;DF;1987;;;155;19;;;;;;;;;;;211;
51;MT;1988;;;138;9;;;;;;;;;;;188;
53;DF;1988;;;160;11;;;;;;;;;;;161;
11;RO;1988;;;144;21;;;;;;;;;;;210;
26;PE;1988;;;1046;62;;;;;;;;;;;1510;
25;PB;1988;;;155;25;;;;;;;;;;;156;
24;RN;1988;;;82;8;;;;;;;;;;;91;
23;CE;1988;;;228;16;;;;;;;;;;;175;
22;PI;1988;;;49;4;;;;;;;;;;;38;
21;MA;1988;;;122;7;;;;;;;;;;;141;
17;TO;1988;;;0;0;;;;;;;;;;;0;
16;AP;1988;;;12;0;;;;;;;;;;;5;
15;PA;1988;;;237;25;;;;;;;;;;;337;
14;RR;1988;;;21;5;;;;;;;;;;;2;
13;AM;1988;;;110;15;;;;;;;;;;;106;
12;AC;1988;;;31;3;;;;;;;;;;;43;
27;AL;1988;;;281;24;;;;;;;;;;;342;
28;SE;1988;;;25;2;;;;;;;;;;;31;
29;BA;1988;;;390;35;;;;;;;;;;;429;
31;MG;1988;;;388;60;;;;;;;;;;;347;
32;ES;1988;;;266;32;;;;;;;;;;;265;
33;RJ;1988;;;1528;91;;;;;;;;;;;2028;
35;SP;1988;;;4048;277;;;;;;;;;;;2438;
41;PR;1988;;;410;51;;;;;;;;;;;455;
42;SC;1988;;;115;17;;;;;;;;;;;155;
43;RS;1988;;;501;45;;;;;;;;;;;510;
50;MS;1988;;;113;12;;;;;;;;;;;172;
52;GO;1988;;;285;41;;;;;;;;;;;400;
